J,k,K,S2,N,p,std
0,0.0,0.9900498502502464,1.0000000000000004,100,0,3.0463808105730057
0,0.0,0.9900498502502464,1.0000000000000004,100,0,3.3411082359625732
8.671660717358796,0.25,1.4612613607306226,16.124999999999996,100,0,7.093982858035515
0,0.0,0.9900498502502464,1.0000000000000004,100,0,3.353088488833796
8.665602037471103,0.25,1.39002347251258,14.875,100,0,6.2662514217639655
8.130300658523597,0.25,1.3571488094485646,13.625,100,0,2.5611012493105942
9.783903393570503,0.5,2.08823438934125,84.5,100,0,11.733006624176596
9.6404485947091,0.5,2.302941648797884,75.5,100,0,9.01982362386182
9.572572988373105,0.5,1.7698999701639366,86.0,100,0,9.886036259702596
10.058442938263035,0.75,3.688636883340335,601.7499999999995,100,0,24.372934078134648
9.999338617222262,0.75,2.6557366357205066,187.75,100,0,19.129647084104498
10.112692828744443,0.75,3.0440983689556216,238.37499999999997,100,0,20.635732668216036
12.434161546164821,1.0,4.341053314184074,1471.0000000000005,100,0,31.662934147766155
11.20639516579431,1.0,3.370484218001703,472.99999999999994,100,0,23.526767619308224
11.39049522751281,1.0,3.565684345613792,577.0000000000002,100,0,29.098049567613817
11.686134058048584,1.25,4.211921254987741,1475.9999999999995,100,0,36.75452563316227
12.494299724516809,1.25,3.695942043412608,1082.2499999999998,100,0,31.010861245570705
11.484580422538471,1.25,3.716170163020827,1232.2499999999998,100,0,43.57832619592612
11.29217376526564,1.5,4.23225903387921,2732.499999999999,100,0,35.26242764515702
13.043334921489922,1.5,4.4736908880389334,2111.4999999999995,100,0,37.82501578768083
12.922010810221797,1.75,5.138215052532974,4117.0,100,0,50.645868149787205
11.734068986863344,1.5,4.202559160473898,1458.9999999999995,100,0,45.36847391339217
12.731880359454834,1.75,4.723946179505327,4061.8750000000014,100,0,59.99887426409321
15.112863176755912,2.0,5.0774427092686585,6856.999999999999,100,0,48.99932360701034
12.354521354924318,1.75,5.178050635078353,5752.374999999998,100,0,49.92219075072755
16.838066054102793,2.0,4.65552308333053,4353.000000000001,100,0,53.99174477562306
15.080677937354514,2.25,5.844303407608965,13203.999999999989,100,0,53.23271682810179
13.152403699040732,2.0,5.540828126632383,7080.999999999999,100,0,49.00261100150136
16.53226754258926,2.5,5.764613813285422,10101.000000000004,100,0,76.96442649617109
13.200802880042971,2.25,5.74590862903389,9913.37499999999,100,0,81.20541581995413
13.449743090423334,2.25,5.194327538595981,4334.500000000001,100,0,69.88529347421323
14.88640588149121,2.5,5.8795095314663355,10701.000000000002,100,0,65.78280206909352
15.597819706397155,2.75,5.876864639158869,12811.875000000005,100,0,78.10916869048032
14.151344415663184,2.5,5.622006241013224,8826.000000000004,100,0,72.27501509986023
16.22402757190748,3.0,6.23250432635466,23239.000000000004,100,0,61.2210863406279
14.682558400501511,2.75,5.948869445397204,14294.124999999995,100,0,76.44452356683414
16.857730461053958,2.75,5.7996096318697585,9832.249999999996,100,0,80.6338413264575
15.078221790154938,3.25,6.250392015624965,18400.875,100,0,76.83999786535723
14.393315285704503,3.0,6.1069489318164125,15463.00000000001,100,0,61.66190819096207
16.94600324769141,3.5,6.67682756093625,45668.99999999999,100,0,87.22259226098674
14.090102945612642,3.0,5.844465361462151,10063.000000000004,100,0,98.64442395796613
16.734782670787318,3.25,6.569471045673798,36483.87500000005,100,0,75.82936071176994
17.250279831351378,3.75,6.770987855646918,52538.50000000004,100,0,60.85278189396569
20.249613715798134,3.5,6.260652609908605,25603.49999999998,100,0,67.07575130524616
16.90988649410509,3.25,6.390672558849503,33357.375000000015,100,0,82.64189688256916
19.514439596939702,4.0,6.743768041423652,54816.99999999997,100,0,95.52539499467834
19.43286493131402,3.75,6.79882403079394,61791.62500000004,100,0,95.74275032163943
17.07810480138982,3.5,6.791413909755806,58458.0,100,0,92.75567958864492
19.990679904646907,4.25,7.04004730531148,87315.12499999999,100,0,73.20552347292721
17.04445999128471,4.0,6.469409989398159,28065.000000000007,100,0,81.79650380798915
15.616899673086515,3.75,6.370220274641299,30066.624999999985,100,0,84.3484112091569
21.15954284480857,4.5,7.08103772248619,91571.50000000003,100,0,88.25567686735965
17.47969776412278,4.0,6.8577823007050736,61120.99999999996,100,0,68.78938092867142
16.238554710683193,4.25,6.320873972578867,33886.25,100,0,75.63404298392075
18.926546059481723,4.75,7.088468662931055,114573.37500000009,100,0,108.43076299434844
18.552617821738938,4.5,6.142670151035176,22113.999999999993,100,0,60.4294778028123
18.27751188760798,4.25,6.431231886241853,34681.000000000015,100,0,83.40212186464987
20.087757161479583,5.0,7.136320560007113,93200.9999999999,100,0,94.34078435332303
0,0.0,0.9900498502502464,1.0000000000000004,100,0,3.30593365839906
8.152146833663505,0.25,1.4850632505904875,16.749999999999993,100,0,3.6309229667118346
17.487820839056656,4.75,7.19021777642238,119582.25000000009,100,0,85.5283284176323
9.974844150840255,0.5,2.398941461258255,109.99999999999999,100,0,13.525490560907869
20.020519723208132,4.5,6.686483838304659,44267.500000000015,100,0,104.326578674131
23.497417452302855,5.0,7.450237057344684,196051.00000000012,100,0,94.18835514969085
0,0.0,0.9900498502502464,1.0000000000000004,100,0,2.9701270180912873
10.055629342639772,0.75,3.299844565078009,367.75,100,0,21.81739481440294
8.69511956201659,0.25,1.1082579663425307,16.249999999999996,100,0,4.817352506918954
20.784835779480172,4.75,7.367180774728153,168948.99999999983,100,0,93.04572748061778
11.353982741854123,1.0,4.137127919275683,1123.0000000000005,100,0,34.451550923794706
9.658522618957726,0.5,1.8157301505557244,84.49999999999999,100,0,14.67488286897979
22.218621098196,5.0,7.338254247133157,151651.00000000012,100,0,73.08814728340121
0,0.0,0.9900498502502464,1.0000000000000004,100,0,2.8410056946077487
9.135456761108548,0.25,1.4046526542835909,16.624999999999993,100,0,3.0467847624084805
11.581374276352511,1.25,3.9009671524477745,1288.4999999999998,100,0,38.51080597287706
10.090055703585154,0.75,2.833055207750279,290.1250000000001,100,0,28.25219576880825
9.613497255700599,0.5,2.395207172295275,92.49999999999997,100,0,14.752518367678093
10.274665152620178,0.75,2.4391776739313955,274.3750000000001,100,0,7.823840073872969
13.12643053005228,1.5,4.073476362249542,1805.4999999999995,100,0,33.65692718701485
10.819322053920072,1.0,3.3767261055344595,463.0,100,0,25.445763813061294
