J,k,K,S2,N,p,std
14.89854997,3.75,1.93013487,26213.5,100,0.25,16.72568147
11.15742782,1.75,1.70437739,1863,100,0.25,10.92263252
15.63804412,4,1.974927711,26881,100,0.25,8.249250309
11.67804086,2,1.776586639,3081,100,0.25,6.811334002
14.1475489,4.25,1.584080988,22326.25,100,0.25,5.823650095
12.52334447,2.25,1.460032063,2896.75,100,0.25,9.360755488
14.36435348,4.5,1.512798552,15512.5,100,0.25,6.400304825
13.49058792,2.5,1.739839397,4513.5,100,0.25,8.130272137
14.38389534,4.75,1.871451528,14711.75,100,0.25,11.70558072
13.30618594,2.75,1.778628611,12282.5,100,0.25,8.12083794
14.67915591,5,1.488246502,22101,100,0.25,5.91439064
0,0,0.99004985,1,100,0.25,3.776452951
12.06040057,3,1.523806662,3853,100,0.25,5.699474535
8.10821055,0.25,1.017681049,11,100,0.25,3.678803067
12.23981786,3.25,1.450174863,6761,100,0.25,5.149438489
9.578097112,0.5,1.253051491,99.5,100,0.25,4.408240734
13.02597677,3.5,1.62360122,6567,100,0.25,5.992875042
14.69949786,3.75,1.713076349,22754.125,100,0.25,8.675070624
9.800741552,0.75,1.373745053,202.375,100,0.25,7.207773145
10.37907289,1,1.554735551,311,100,0.25,6.037251899
12.91416317,4,1.701953553,20481,100,0.25,8.680536659
10.44013443,1.25,1.384235612,604.125,100,0.25,5.591210881
14.4854744,4.25,1.512535064,28864.875,100,0.25,5.459557336
11.19545138,1.5,1.491390269,955,100,0.25,4.701382506
12.20173929,4.5,1.613683155,23936.5,100,0.25,7.948233364
15.1806315,4.75,1.588825574,51533.75,100,0.25,5.240558385
11.7125505,1.75,2.029405481,2285.625,100,0.25,11.13091616
14.51475671,5,1.497682368,15501,100,0.25,7.916753421
12.10811853,2,1.42301252,1897,100,0.25,6.468842921
0,0,0.99004985,1,100,0.25,3.768236951
13.16325326,2.25,1.551121744,3848.5,100,0.25,5.837307637
8.096571928,0.25,1.000632927,10.625,100,0.25,5.033499737
12.51059248,2.5,1.709770582,8513.5,100,0.25,7.183040714
9.588770956,0.5,1.051065337,67.5,100,0.25,3.757075546
13.01590655,2.75,2.782563789,5793.875,100,0.25,20.12674629
9.796303573,0.75,1.448572512,134.875,100,0.25,5.010622333
10.59075939,1,1.378398669,477,100,0.25,4.921156953
14.21989749,3,1.71551527,4627,100,0.25,10.14294985
14.67085777,3.25,1.670047313,9950.875,100,0.25,6.830402452
10.23240416,1.25,1.618143219,394.75,100,0.25,8.001204781
14.60660245,3.5,1.622771752,22492,100,0.25,8.469326618
11.31712873,1.5,1.345825343,1067.5,100,0.25,5.467044661
14.31288558,3.75,1.762193274,10041.625,100,0.25,6.870007089
12.2389625,1.75,1.423513001,1311.75,100,0.25,9.021019971
13.60199031,4,1.437511601,9057,100,0.25,4.544686285
11.40056584,2,1.404489074,1585,100,0.25,7.713908911
14.39915479,4.25,1.472068075,23482.25,100,0.25,7.855404525
13.18667582,2.25,1.430187185,2896.75,100,0.25,7.671911145
13.28419613,4.5,1.990387789,33332.5,100,0.25,14.36246521
13.02978045,2.5,1.741246925,11701,100,0.25,7.856678795
13.45202721,2.75,1.890439372,9514.625,100,0.25,6.765660535
13.18989644,4.75,2.724730736,17464.375,100,0.25,25.13655117
13.52098952,3,1.496318551,11179,100,0.25,6.05268229
14.03633381,3.25,1.572434766,9612.875,100,0.25,5.891559362
13.97858588,5,1.4860976,15351,100,0.25,5.61185264
0,0,0.99004985,1,100,0.25,2.418880889
8.124614558,0.25,1.194693002,14,100,0.25,3.393555523
13.31813797,3.5,1.996994756,14652,100,0.25,13.47700412
9.728452162,0.5,1.317742321,96,100,0.25,4.2351825
13.87626275,3.75,1.89998218,11335.375,100,0.25,5.161708774
9.987402284,0.75,1.370268013,512.875,100,0.25,7.272818113
14.24031258,4,1.582435172,11297,100,0.25,9.201496183
15.08813315,4.25,1.686792649,25216.25,100,0.25,6.753777781
10.85118821,1,1.563356261,387,100,0.25,6.705816518
14.91368349,4.5,1.479407025,10733.5,100,0.25,5.860890653
10.85854983,1.25,1.565971411,819.75,100,0.25,6.677825157
14.97210981,4.75,1.761663489,20668.25,100,0.25,8.170833936
11.84629016,1.5,1.423103594,1504,100,0.25,7.833752614
15.23496823,5,1.802353286,22401,100,0.25,11.3548941
0,0,0.99004985,1,100,0.25,3.480912219
12.01519894,1.75,1.470963011,1863,100,0.25,8.08001753
8.101785755,0.25,0.99879438,9,100,0.25,3.988832218
11.54394344,2,1.45130892,1633,100,0.25,8.353181789
9.578869759,0.5,1.431154919,104,100,0.25,5.379294939
11.369903,2.25,1.504403229,1843.75,100,0.25,4.933146382
9.952333925,0.75,1.293891444,319.375,100,0.25,4.317319449
13.02809532,2.5,2.13083376,3726,100,0.25,9.556008502
10.51961585,1,1.699276087,581,100,0.25,7.220270297
13.34607443,2.75,1.656949301,5703.125,100,0.25,6.790600444
12.73863176,3,1.658009428,22753,100,0.25,5.182262589
10.60380969,1.25,1.307147742,619.75,100,0.25,6.798702664
11.50977414,1.5,1.475525906,1202.5,100,0.25,3.836456092
14.71899709,3.25,2.123690713,7669.375,100,0.25,10.76470744
11.59707604,1.75,1.666740886,2677.625,100,0.25,6.692655455
14.80797456,3.5,1.5480387,7571.5,100,0.25,7.512195494
12.11587724,2,1.915169176,4505,100,0.25,9.405116154
14.17048069,3.75,1.693725597,12235.375,100,0.25,8.633346356
13.17067585,2.25,1.915018076,8495.875,100,0.25,9.718401385
14.42220143,4,1.755154205,32705,100,0.25,7.947399662
12.29008518,2.5,1.595294232,6488.5,100,0.25,7.495761573
15.19207135,4.25,1.882087647,14198.125,100,0.25,13.15482774
11.7029167,2.75,1.387070323,3358.75,100,0.25,6.016726535
12.89661266,4.5,1.315347805,10409.5,100,0.25,6.253103191
13.43054981,3,1.452264093,5671,100,0.25,7.190194152
15.94751327,4.75,1.707448598,33348.375,100,0.25,6.892237001
13.89110094,3.25,1.80786738,19605,100,0.25,11.2962265
14.57062392,5,1.767314274,23451,100,0.25,10.54794641
0,0,0.99004985,1,100,0.25,2.818797073
13.03232443,3.5,1.662294588,13451.5,100,0.25,7.919387013
8.118295671,0.25,1.108513944,11.375,100,0.25,4.922130224
14.91547882,3.75,1.896347999,18591.625,100,0.25,13.42763325
9.536176407,0.5,1.681786407,56.5,100,0.25,7.771119758
13.60430893,4,1.488195994,8993,100,0.25,7.605663429
9.96091298,0.75,1.294443984,398.125,100,0.25,8.198013373
13.72239184,4.25,2.144984305,37932.25,100,0.25,13.45734514
10.04489667,1,1.42196925,895,100,0.25,5.740595781
14.33269369,4.5,1.612654424,15796,100,0.25,6.935631652
10.83793016,1.25,1.540263167,829.125,100,0.25,5.982809251
15.17882504,4.75,1.740397376,49322.625,100,0.25,6.625740541
11.46714224,1.5,1.224103394,1256.5,100,0.25,3.865909593
15.26511525,5,1.727470167,22251,100,0.25,7.826964352
0,0,0.99004985,1,100,0.25,2.863165811
11.40100779,1.75,2.00788221,3455.5,100,0.25,10.5029664
8.126306206,0.25,1.285069279,12.625,100,0.25,2.547566795
11.15948964,2,1.508955228,2529,100,0.25,6.579929968
9.513660253,0.5,1.274531511,74,100,0.25,4.468509655
11.23153849,2.25,1.476188554,1448.875,100,0.25,5.652169282
9.789177525,0.75,1.18721444,190,100,0.25,4.874167406
12.28184102,2.5,1.444683821,2288.5,100,0.25,6.102319027
10.74651638,1,1.323824559,311,100,0.25,5.554741361
13.46138416,2.75,2.138511727,5476.25,100,0.25,7.257988433
10.55958066,1.25,1.352468747,516.625,100,0.25,5.200062089
13.88507706,3,1.642019723,6517,100,0.25,6.515206493
11.27618511,1.5,1.472626379,761.5,100,0.25,5.677541329
13.52178303,3.25,1.35860692,5409,100,0.25,5.90697278
12.36510581,1.75,1.521369789,1611.875,100,0.25,7.734666163
11.88586193,2,1.537622759,3329,100,0.25,8.043792995
14.10648406,3.5,2.217464996,27808.5,100,0.25,20.63753994
12.25927434,2.25,1.683857516,2734.75,100,0.25,4.452290366
14.33209942,3.75,1.657267304,27282.25,100,0.25,6.878095086
12.06407457,2.5,1.419495596,4126,100,0.25,5.223837688
13.04555529,4,1.746317192,11585,100,0.25,7.831165366
13.98250555,4.25,1.974620159,20447.75,100,0.25,8.078046512
12.77467023,2.75,2.525825977,5188.875,100,0.25,17.52752637
15.34546819,4.5,1.692676545,22033,100,0.25,8.826675337
13.72358586,3,1.693376336,3367,100,0.25,9.907511722
14.18234861,4.75,1.635709157,24594.125,100,0.25,7.608042205
12.70066986,3.25,2.262769698,7120.125,100,0.25,12.79616532
13.98262034,5,1.534616272,13401,100,0.25,5.880807407
0,0,0.99004985,1,100,0.25,2.750629896
13.45730208,3.5,1.732689783,14431.5,100,0.25,7.977108478
8.108894934,0.25,1.122329436,14.125,100,0.25,3.463197767
9.531576151,0.5,1.196006347,94,100,0.25,3.851073018
13.68293292,3.75,1.63447308,9001,100,0.25,9.18016815
9.867529527,0.75,1.375030917,278.875,100,0.25,7.383967439
12.90547255,4,1.807309437,8865,100,0.25,11.88043603
14.30395998,4.25,1.524564582,27167,100,0.25,6.517008998
10.62597017,1,1.355103364,521,100,0.25,5.631767344
11.17655631,1.25,1.43402761,1016.625,100,0.25,3.663451335
14.71503096,4.5,1.762789519,32158,100,0.25,10.3759117
10.94472012,1.5,1.67133206,1463.5,100,0.25,5.810891075
14.26781156,4.75,1.619061903,35379,100,0.25,9.413172146
11.49627858,1.75,1.568129923,2132.5,100,0.25,8.388877443
14.47553444,5,3.293599246,20501,100,0.25,21.22749697
0,0,0.99004985,1,100,0.25,3.644298026
12.83675211,2,1.572104639,2321,100,0.25,7.839107756
12.37650985,2.25,1.837170709,5903.875,100,0.25,7.124387492
8.090890693,0.25,1.043935776,14.125,100,0.25,4.21160134
13.0276964,2.5,1.916495078,6001,100,0.25,9.351207544
9.559134451,0.5,1.408138762,71,100,0.25,6.676815798
11.61091822,2.75,1.781053067,11995.125,100,0.25,8.351703339
9.796303573,0.75,1.721550542,231.625,100,0.25,8.980991029
12.49998064,3,1.706493231,9559,100,0.25,6.354875209
13.6851494,3.25,1.64125628,4817.5,100,0.25,5.22550345
10.16175245,1,1.481425532,245,100,0.25,8.209378389
13.35744627,3.5,1.527560214,14848,100,0.25,7.667021206
10.25217398,1.25,1.694713738,857.25,100,0.25,7.105240765
10.70669266,1.5,1.467752957,779.5,100,0.25,4.200067029
13.53154137,3.75,1.554308125,7313.5,100,0.25,6.839540565
13.17264487,4,1.623881221,13505,100,0.25,8.358320742
10.7362407,1.75,1.478998011,1918.125,100,0.25,8.309865262
14.30426427,4.25,2.132993993,24855,100,0.25,9.771943207
10.95916909,2,1.442961584,1097,100,0.25,5.458750073
14.20159616,4.5,1.814581927,37787.5,100,0.25,6.894333946
11.72725476,2.25,1.76476376,4881.25,100,0.25,9.528875154
13.99230551,4.75,1.741277182,38176.75,100,0.25,5.488745337
13.1709059,2.5,1.861661105,7588.5,100,0.25,9.456875918
15.72417001,5,1.738605716,40351,100,0.25,9.490404697
0,0,0.99004985,1,100,0.25,2.887763346
12.07349356,2.75,1.552828934,5854.375,100,0.25,6.552856409
8.661987358,0.25,1.042812418,16.375,100,0.25,2.635885228
14.40785334,3,1.522702185,13879,100,0.25,6.929308792
9.524611854,0.5,1.442959272,62,100,0.25,5.90947728
13.5231321,3.25,1.663722549,16225,100,0.25,8.887598266
9.855170356,0.75,1.254432262,169.75,100,0.25,4.449647458
13.30803446,3.5,1.591326668,18645.5,100,0.25,5.657241078
10.16075231,1,1.610645879,381,100,0.25,6.33188905
12.83303563,3.75,1.502214564,10154.125,100,0.25,7.088885055
10.85959342,1.25,1.923941669,597.875,100,0.25,6.979678552
13.3638929,4,1.529118867,16193,100,0.25,8.669013096
11.37013143,1.5,1.546086981,748,100,0.25,7.476744415
13.4357994,4.25,1.747992391,10910.75,100,0.25,8.626714625
11.99647516,1.75,1.713742943,1783.375,100,0.25,8.211039486
15.33167621,4.5,2.160433967,44429.5,100,0.25,12.36295769
11.88433731,2,1.542331803,3065,100,0.25,6.887877872
13.93017098,4.75,1.617350567,27798,100,0.25,5.534986916
12.04354119,2.25,2.212765494,4040.875,100,0.25,12.19864855
14.37342327,5,1.691956434,30901,100,0.25,10.68213366
0,0,0.99004985,1,100,0.25,3.531850467
21.82803301,2.5,2.314075496,6888.5,100,0.25,14.20432927
8.673114594,0.25,1.029706323,13.25,100,0.25,3.021486001
13.26766083,2.75,1.523612048,15564.625,100,0.25,5.514581761
9.512826329,0.5,1.32290621,84,100,0.25,4.960586318
13.26789373,3,1.785211844,6373,100,0.25,6.643006767
10.03549777,0.75,1.195746296,290.125,100,0.25,7.562998393
14.01385443,3.25,1.704259963,13711.125,100,0.25,7.860514563
10.51875771,1,1.344344708,417,100,0.25,5.880819594
13.63989939,3.5,1.504686061,17445,100,0.25,6.598789104
11.01376742,1.25,1.441658863,901,100,0.25,7.29766184
11.99341232,1.5,1.444756235,1391.5,100,0.25,4.781788248
13.83650817,3.75,2.86537691,7229.125,100,0.25,21.30077098
11.40100779,1.75,1.43570116,1893.625,100,0.25,3.391498047
14.08528419,4,1.498294655,10881,100,0.25,5.110253396
11.57893967,2,1.464298878,1745,100,0.25,6.425144421
13.51795246,4.25,1.518727081,12536.375,100,0.25,6.535702661
12.60567696,2.25,1.893537771,2613.25,100,0.25,5.107886645
14.86321773,4.5,1.750233641,23086,100,0.25,9.150935314
13.03696934,2.5,1.669853856,4063.5,100,0.25,4.755704775
14.59455323,4.75,1.703386288,28113.875,100,0.25,6.326142627
12.3965393,2.75,1.550979923,4871.25,100,0.25,11.23621301
15.15667716,5,1.730344323,30951,100,0.25,8.760090554
0,0,0.99004985,1,100,0.25,3.074673574
13.12579001,3,1.447999458,6805,100,0.25,6.670692956
8.672692767,0.25,1.000402439,10,100,0.25,3.85305941
13.98754018,3.25,1.576426704,9274.875,100,0.25,5.427929618
9.524719704,0.5,1.207282919,103.5,100,0.25,5.38919112
14.24841538,3.5,1.527089524,28445.5,100,0.25,4.856039574
9.924672882,0.75,1.171839831,354.25,100,0.25,4.076060212
13.87612732,3.75,1.591603675,16538.5,100,0.25,8.65840327
10.2742914,1,1.285539808,401,100,0.25,4.327292278
10.63760269,1.25,1.215138333,632.25,100,0.25,4.976826042
10.86762332,1.5,1.737154054,1207,100,0.25,6.056276863
14.77647502,4,2.716943663,12929,100,0.25,26.78356984
11.5959517,1.75,1.554372875,1562.875,100,0.25,4.461718816
14.90102934,4.25,1.50830758,39521.75,100,0.25,3.956530006
11.41085604,2,1.609596698,2249,100,0.25,3.999181121
14.36821741,4.5,1.692883895,18388,100,0.25,7.540745954
12.16579076,2.25,1.458825223,3939.625,100,0.25,6.015655598
11.94678712,4.75,1.675824182,19269.375,100,0.25,7.212097233
12.3142465,2.5,1.474609101,5376,100,0.25,4.550838357
12.27101126,5,1.567867872,10551,100,0.25,7.987918301
0,0,0.99004985,1,100,0.25,2.728321227
12.47165307,2.75,1.683238447,8108,100,0.25,9.314575758
8.117819058,0.25,1.001792017,10.75,100,0.25,3.320701222
12.98533236,3,1.604073855,8425,100,0.25,4.011611783
9.541933698,0.5,1.108893503,70,100,0.25,4.684743103
12.878796,3.25,1.796790293,11155,100,0.25,6.219666594
12.66707911,3.5,1.471987576,12545,100,0.25,7.272004867
9.789355713,0.75,1.632684289,300.25,100,0.25,8.402094145
13.24264571,3.75,1.687297951,21376,100,0.25,6.816085864
10.45610912,1,1.739620586,433,100,0.25,3.357404003
10.37793242,1.25,1.458619187,441.625,100,0.25,3.964667416
14.58286362,4,1.736030845,10497,100,0.25,8.010976465
14.31514244,4.25,2.282927078,25180.125,100,0.25,11.41594436
11.28272691,1.5,1.805817118,1432,100,0.25,9.540550435
14.71564779,4.5,2.28082022,24544,100,0.25,10.30319092
11.27816453,1.75,2.129408029,1226,100,0.25,10.37871517
14.44053429,4.75,1.519903316,15659.375,100,0.25,8.96852343
11.49143977,2,1.45751893,2825,100,0.25,6.549155087
13.98903244,5,1.510951562,13151,100,0.25,5.975629016
0,0,0.99004985,1,100,0.25,3.323936101
11.85523693,2.25,1.645469857,3919.375,100,0.25,6.368250456
8.136532991,0.25,1.006021117,9.125,100,0.25,3.349733146
13.47245925,2.5,2.01362844,4726,100,0.25,10.21605068
9.612669281,0.5,1.259815767,77,100,0.25,3.474853743
12.54792244,2.75,1.435434797,5037.625,100,0.25,8.435841412
9.848335692,0.75,1.258778774,190,100,0.25,6.200741526
12.52307146,3,1.568450689,7903,100,0.25,8.873017039
11.47496744,1,1.607566515,715,100,0.25,8.924805849
13.51546914,3.25,1.545831038,8028.5,100,0.25,6.194846892
11.57750051,1.25,1.602296062,832.25,100,0.25,7.793524049
14.60660245,3.5,1.737430378,10756.5,100,0.25,9.702362892
11.6705333,1.5,1.290156416,878.5,100,0.25,6.166867986
13.61689256,3.75,1.676390019,12516.625,100,0.25,6.674378307
12.2389625,1.75,1.448464785,1593.5,100,0.25,5.819672524
12.66758994,4,1.479074965,12161,100,0.25,5.799562951
13.10147577,2,2.074772049,5201,100,0.25,10.90468646
15.05186928,4.25,1.951512384,24782.75,100,0.25,10.36046794
16.52868939,4.5,1.830881505,21263.5,100,0.25,10.96745578
11.93531567,2.25,2.07188937,2258.875,100,0.25,10.91267054
12.45023763,2.5,1.478436706,7201,100,0.25,5.48657338
14.78106505,4.75,1.591714133,42147.75,100,0.25,7.188631771
13.45342249,2.75,1.592562163,9711.25,100,0.25,5.882565704
15.03066811,5,1.784611444,34451,100,0.25,9.632540947
0,0,0.99004985,1,100,0.25,3.760908301
14.04821035,3,1.505296535,6175,100,0.25,6.797112592
8.147986116,0.25,1.227134709,20.75,100,0.25,4.283066215
12.47151983,3.25,1.495350738,7246.875,100,0.25,7.236043893
9.19785971,0.5,1.142643075,61,100,0.25,3.540773418
13.16688862,3.5,1.65083925,12128.5,100,0.25,7.01834369
9.782588043,0.75,1.878187538,213.625,100,0.25,11.16847146
13.09968619,3.75,2.149049382,30235.375,100,0.25,13.16171333
10.52135359,1,2.213110358,463,100,0.25,6.983010228
10.70535737,1.25,1.250187942,513.5,100,0.25,4.591990162
13.60199031,4,2.290986567,8737,100,0.25,13.32225473
10.87862178,1.5,1.601122937,554.5,100,0.25,6.250804002
15.26422309,4.25,1.625331089,24746.625,100,0.25,7.867610915
11.07493874,1.75,1.668254153,1734.375,100,0.25,5.665120755
15.11880268,4.5,1.463403256,17254,100,0.25,6.687397716
11.41231948,2,1.897826284,1833,100,0.25,13.53057295
16.33486703,4.75,1.842031084,62138.125,100,0.25,11.06398009
12.15399753,2.25,1.48005207,2886.625,100,0.25,5.11022022
13.67251624,5,1.553479811,22801,100,0.25,8.261856602
