J,k,K,S2,N,p,std
0,0.0,0.9900498502502464,1.0000000000000004,100,0.5,3.3590616839591623
7.438566646480891,0.25,0.9972594187344404,8.625,100,0.5,2.8559839294162623
9.150370659325056,0.5,1.0032975420036576,34.499999999999986,100,0.5,4.835425950976403
9.782536976124838,0.75,1.179267102709775,133.75,100,0.5,3.3222108923362295
9.814321435505505,1.0,1.0515412110925861,157.0,100,0.5,4.045621171308232
10.214035983135744,1.25,1.5136904498940174,350.9999999999999,100,0.5,6.571657533063475
10.247248752643982,1.5,1.4065003402274479,644.4999999999998,100,0.5,4.0189402049961105
10.998612659309202,1.75,1.2012755436707767,1072.8749999999995,100,0.5,4.404983951357217
10.782509651706661,2.0,1.4380180372060718,816.9999999999999,100,0.5,5.119919884687112
10.488463445688456,2.25,1.1614056749012103,912.25,100,0.5,3.9743522355612333
10.328201109154662,2.5,1.1114063002420618,1338.4999999999998,100,0.5,3.549619541734854
10.561022560964057,2.75,1.1022857317244261,1921.8749999999998,100,0.5,3.332309214889408
11.755665984127113,3.0,1.1733258878442498,2035.0,100,0.5,4.458383249811959
11.214238150176827,3.25,1.18702369099935,1881.125,100,0.5,4.345722448370808
11.72217352525068,3.5,1.214033539332561,5048.000000000002,100,0.5,3.840853372628045
11.362728021259139,3.75,1.191445687284566,2813.500000000001,100,0.5,4.370907257782273
10.747877123609234,4.0,1.1541494735123057,11681.0,100,0.5,4.724308394172666
11.369153186753897,4.25,1.133302541175639,4805.625,100,0.5,3.848063571166618
11.528657000509757,4.5,1.149297729175505,5590.0,100,0.5,4.605202718283498
12.16146828895957,4.75,1.2190218526230063,5641.625,100,0.5,4.235516971133899
12.104470510161924,5.0,1.2458494833169722,9351.000000000004,100,0.5,4.930923223264217
0,0.0,0.9900498502502464,1.0000000000000004,100,0.5,3.7863055993040815
7.438873057841867,0.25,0.9978490236345704,8.5,100,0.5,3.2929750073420614
9.158144079582716,0.5,1.0351674869599863,43.49999999999999,100,0.5,3.8031134957658264
9.582631663301635,0.75,1.030970081140367,115.74999999999999,100,0.5,5.051247114069762
9.863779808929078,1.0,1.0488111595865772,147.00000000000003,100,0.5,3.342933903647562
10.559275478354659,1.25,1.1468240707843917,441.6249999999999,100,0.5,3.928510755547445
9.9751866320289,1.5,1.0945162847861478,388.00000000000006,100,0.5,4.34605938395449
10.41574991935157,1.75,1.1108213949881405,729.875,100,0.5,4.777860676627888
9.973332290784633,2.0,1.0661587694247237,664.9999999999999,100,0.5,5.038410043737074
10.967145707325168,2.25,1.1685972425026039,1489.3750000000002,100,0.5,3.978922809089955
10.910368341343977,2.5,1.263122659432399,1975.9999999999998,100,0.5,5.952690392487677
11.19708536951705,2.75,1.4990200644649623,2330.25,100,0.5,6.5802055878679155
11.491567835562805,3.0,1.1459689319757986,3025.000000000002,100,0.5,5.476337391250684
11.126252811929316,3.25,1.149078972000469,6908.875000000002,100,0.5,4.496644062171608
11.23668143400424,3.5,1.138117145911652,3994.500000000001,100,0.5,3.6515358893912513
11.146356253341457,3.75,1.2661175815650496,4332.250000000003,100,0.5,4.490496487838244
12.438743571912681,4.0,1.2950798654557998,5313.0,100,0.5,4.178714145225912
11.731857616223783,4.25,1.2934096930904162,5817.125,100,0.5,4.59321264632099
11.589405753083433,4.5,1.1691818150389195,4699.0,100,0.5,3.930281321637157
11.967055524809023,4.75,1.3021279764772453,9477.25,100,0.5,3.7571668186841016
12.222632850551863,5.0,1.3357652514442793,15701.000000000005,100,0.5,3.6163385622802804
0,0.0,0.9900498502502464,1.0000000000000004,100,0.5,3.913924975526381
7.446550465757548,0.25,0.9950090129487708,6.624999999999999,100,0.5,3.7706906020471966
9.338402343469152,0.5,1.0076709541319713,44.999999999999986,100,0.5,4.017531236629671
9.593983027177604,0.75,1.059599498613807,127.00000000000003,100,0.5,3.2339988038650063
9.942021457485133,1.0,1.127045820115521,263.0,100,0.5,4.3529183927771635
10.112065105552302,1.25,1.127837638864514,322.875,100,0.5,3.822147102547177
11.035880355780867,1.5,1.3323470241999866,617.4999999999999,100,0.5,6.220610095082277
10.170640839232766,1.75,1.0865276549508627,619.6249999999999,100,0.5,3.8722600823911377
11.07607789315639,2.0,1.1838700756942013,1113.0,100,0.5,4.795170401744296
11.216570210216148,2.25,1.2498280010833238,1853.875,100,0.5,4.815691512751752
11.332408925299502,2.5,1.1913185324994846,1900.9999999999995,100,0.5,3.395344242924375
11.089240323749488,2.75,1.1333989979550088,3147.0000000000014,100,0.5,3.5629744252636817
11.468573419779526,3.0,1.2115792057996244,3781.0000000000023,100,0.5,4.9904817167955535
